candidate_id,slide,feature,x,y,width,height,score,tile_x,tile_y,image,overlay,crop_um,crop_mode,m_local_median_territory_um2,m_nc_ratio,m_territory_area_um2,m_z_cyto_entropy_mean,m_z_cyto_eosin_od_mean,m_z_cyto_gray_mean,m_z_cyto_local_std_mean,m_z_nn_distance_um,m_z_territory_area_um2,assigned_to,batch,duplicate_of,padding_um,rank,review_band,verdict,reviewer,notes
ballooning_x018579_y018686,R26-041-20,ballooning,18579,18686,58,51,3.306159,18432,18432,images/ballooning_x018579_y018686.png,overlays/ballooning_x018579_y018686.png,108.966,bbox_padded,365.86723197375005,0.04564263322884012,489.11091693750006,0.3605897284613041,-0.5783282198235167,0.7801591419846352,0.4677089413652171,0.9935525743869631,0.6984741979738306,PathB,P273-2026-02-13_Christina HE,,40.0,359,top,,,
ballooning_x005738_y014134,R26-122-36_HE_95,ballooning,5738,14134,75,77,2.390293,5632,13824,images/ballooning_x005738_y014134.png,overlays/ballooning_x005738_y014134.png,117.386,bbox_padded,447.43682689875004,0.161580023364486,839.98283616,0.09364576760173851,0.061319758786753886,0.48444553243716654,-0.40743842292721266,1.9066192708341534,2.0177976658237653,PathB,2026-04-20_CCl4_HE,,40.0,1212,top,,,
ballooning_x024436_y017113,R25-264-39,ballooning,24436,17113,80,68,-0.387832,24064,16896,images/ballooning_x024436_y017113.png,overlays/ballooning_x024436_y017113.png,119.863,bbox_padded,440.59847364000007,0.05829625330495905,951.0524124075001,-0.21431987572604902,0.4480127204774059,-0.9590319405540038,-0.44898910754370486,3.0820461819540363,2.193742317750567,PathB,2025-08-25HE,,40.0,2565,mid,,,
ballooning_x007952_y014613,R25-264-17,ballooning,7952,14613,67,58,-1.185525,7680,14336,images/ballooning_x007952_y014613.png,overlays/ballooning_x007952_y014613.png,113.424,bbox_padded,389.20349578500003,0.06560676192392836,304.7513663025,0.17970860453094267,0.07158904727540838,-0.42525776588360753,0.012874251500897367,-3.268394330525714,-0.5340849774578906,PathB,2025-08-25HE,,40.0,,vetoed,,,
ballooning_x004288_y016722,R25-345-17,ballooning,4288,16722,74,83,3.419895,4096,16384,images/ballooning_x004288_y016722.png,overlays/ballooning_x004288_y016722.png,116.891,bbox_padded,488.92692537000005,0.054684512428298276,962.2758980250001,0.35924839454398916,-0.5179392766389395,0.2170084638774118,0.9313828168631761,1.6446332416420903,2.5899102893733135,PathB,2025-11-14HE,,40.0,245,top,,,
ballooning_x006905_y014613,R25-345-17,ballooning,6905,14613,74,70,-3.074796,6656,14336,images/ballooning_x006905_y014613.png,overlays/ballooning_x006905_y014613.png,116.891,bbox_padded,465.55999629750005,0.08188102424301431,629.9257965975,-0.5011820227607298,0.8792969256908377,-0.7735785540841621,-1.3234171740162335,-0.043052228719528914,0.8730428569897487,PathB,2025-11-14HE,,40.0,2685,low,,,
ballooning_x041441_y017796,R25-223-21_HE,ballooning,41441,17796,69,60,0.510273,40960,17408,images/ballooning_x041441_y017796.png,overlays/ballooning_x041441_y017796.png,114.414,bbox_padded,368.35111813500004,0.12156241260371027,657.8925148575,-0.06726856844416289,0.22626222364741952,-0.6839168577795507,0.10450861699029876,1.6185134889372572,1.892020722215689,PathB,2025-07-09_Evelyn_HE,,40.0,3261,mid,,,
ballooning_x004776_y018918,R25-345-1,ballooning,4776,18918,18,40,-0.331442,4608,18432,images/ballooning_x004776_y018918.png,overlays/ballooning_x004776_y018918.png,89.154,bbox_padded,292.055948145,0.18186874304783093,110.272279455,0.47385280846026273,0.4055292086190734,-0.4065373597863335,0.2620731099481661,-1.9268448683090946,-1.471074769012971,PathB,2025-11-14HE,,40.0,,vetoed,,,
ballooning_x023424_y015045,R25-151_25_HE,ballooning,23424,15045,55,43,3.35218,23040,14848,images/ballooning_x023424_y015045.png,overlays/ballooning_x023424_y015045.png,107.48,bbox_padded,308.492528175,0.16095798769066094,458.38432516500006,1.1344258964930456,0.07568001230116579,0.6155926989736579,0.7120459050500249,1.258192044366773,0.8558958547044648,PathB,2025-04-29HE,,40.0,804,top,,,
ballooning_x005586_y022330,R25-345-20,ballooning,5586,22330,55,88,-5.476957,5120,22016,images/ballooning_x005586_y022330.png,overlays/ballooning_x005586_y022330.png,107.48,bbox_padded,463.81207640625007,0.08327679782903664,723.20952132,-0.7790186687683294,1.8804047071357275,-2.043042463406068,-1.2819650227058321,0.364580704749952,1.1603655347595114,PathB,2025-11-14HE,,40.0,1568,low,,,
